INPUT:id	INPUT:text	OUTPUT:id	OUTPUT:plot	OUTPUT:image	OUTPUT:music	OUTPUT:actors	OUTPUT:plot_score	OUTPUT:image_score	OUTPUT:music_score	OUTPUT:actors_score
94628_0	"маленький бабушка )"" < dot однажды лежать больница мама взять становиться читать вслух замечательный книга замечательный советский писатель ян ларри необыкновенный приключение карика валить dot это видеть отрывок самый фильм гигантский насекомое здорово напугать dot особенно громадный жучина который подниматься вода нависать беззащитный спящий валя карик знать режиссер захотеться поиграть сказка жук хороший ) < dot >  < eol книга захватить целиком полностью dot затаивать дыхание слушать вместе герой переживать весь тягота увлекательный приключение травяной джунгли населять кошмарный время прекрасный создание dot долгий год увлекать жизнь насекомое dot это королева весь книга восторг сказать мама dot >  < eol фильм увы сказать dot пересматривать лишь простой причина достойный экранный воплощение любимый книга детство попросту dot иметь eol начало фильм попросту плохо снимать dot блекло выдумка материал ),  как-то отрывисто сцена состыковываться превращать фильм набор эпизод dot спецэффект удивление неплохой особенно 1987 год страна отчетливо намечаться финансовый кризис деньги dot вялый искра режиссура сводить весь старание создатель спецэффект dot хватать мастер уровень птушко оу eol юмор который отвечать великий просто замечательный советский актер получаться какой-то натужный вымучивать dot гениальный василий ливанов роль незадачливый ученый иван гермогенович смочь создавать по-настоящему запоминаться образ слово детство видеть роль евгений евстигнеев ) < dot сценарий немилосердный разбавлять вода видимо иметься заказ серия мало деньги весь приключение микромир режиссер разбавлять фильм линия милиция dot музыка красивый очень однообразный dot >  < eol самый хороший жук dot конец вообще оказываться разумный увеличиваться размер человек носить костюм dot ничто подобный ларри ларри писать сказка фантастико-приключенческий роман богатый научный материал книга развлекательный познавательный dot экранизация суть сменить жанр dot >  < eol получаться вроде весь составлять фильм отличный выходить се плохонький снимать детский сказка dot почему оценка высоко средний почему рецензия нейтральный отрицательный это все-таки детство настолько фильм плохой обидно видеть прекрасный актер dot ливанов светин ярмольник смотреть удовольствие dot >  < eol необыкновенный приключение карика валить книга ждать свой достойный экранизация dot >  < eol 6 10"	94628_1	no	no	no	no	neut	neut	neut	neut
8251_2	забавный хотя несколько дурацкий фильм любовь мошенник простак dot генри фонд играть очень доверчивый сын миллионер чарли который цеплять крючок джин дочь пароходный шулер dot поначалу чарльз интересный джин добыча дурачок который стрясать хороший куш dot внезапно влюбляться по-настоящему dot готовый сын миллионер поверять искренность чувство аферистка eol барбара стэнвик очень хороший dot средний актриса очень шикарный женщина уметь эффектно подавать dot смотреть понимать почему оберт тейлор самый красивый мужчина голливуд гордый счастливый соглашаться жена говорить удача простой парень вроде выпадать нечасто dot общий стэнвик второстепенный актер оба папа телохранитель чарли держать весь фильм dot фонд играть непроходимый идиот красота который чувствительный блекнуть фон несколько однообразный выражение лицо бесконечный падение очередной торт dot генри фонд отличный актер фильм милый идиот романтический комедия человек тип получаться должный dot смотреть дорогой клементина сказка манхеттен dot подобный роль предпочитать видеть актер большой чувство самоирония dot джимия стюарт вполне пойти :) < eol ps хотеть увидеть настоящий яркий пара стэнвик dot купер понравиться герой война коннектикут простоватый фонд слишком замораживать светский dot интересно тейлор где-то играть вместе	8251_9	yes	no	no	yes	neut	neut	neut	neut
7158_5	картина порода беглец разговорный драма множество громкий фраза красочный афоризм dot тащить фильм должный игра марлон брандо ассистентка анна маньянь джоэнн вудворд dot человек проживать пол жизнь сфера развлечение гуляние решать изменять свой судьба отправляться путешествие dot дождливый ночь находить ночлег местный житель помощь новый знакомство появляться перспектива находить работа магазин город dot встречать героиня лэди кэрол происходить химия который представлять зритель dot >   < eol игра признавать мастер свой дело выходить весьма ярко чур dot персонаж выглядеть карикатурный безжизненный dot змеиный кожа порода беглец трудно сопоставлять человек 15 летний возраст жить развлечение dot первый появление экран валентин искрить излишний самоуверенность некий превосходство остальной философствовать идеализировать dot почему автор сводить главный герой весь достоинство довольно таки скверный женщина предоставлять мотив dot персонаж наделять человечность dot самый сказать персонаж маньянь вудворд dot очень яркий карикатурный совершать безжизненный dot почему разъясняться валентин важный валентин dot >   < eol некий злодей мрачный жуткий город представлять хозяин магазин джейб торенс давать объективный оценка персонаж яркость объясняться разглядеть человек суть подозрение подтверждаться брать расчет последний поступок персонаж посочувствовать dot второстепенный персонаж получать мало внимание успевать переменный успех вносить свой вклад dot музыкальный сопровождение примечательно большой часть сцена происходить огромный магазин часть город который попадать экран мочь подходить типичный хоррор жить основной сумасшедший человек почитать насилие dot >   < eol 3 10	7158_6	yes	no	yes	yes	pos	neut	neut	pos
76711_5	признаваться сразу смочь проникаться хотя очень стараться dot собирать весь свой вкусовой рецептор кучка тонко настраивать ничто dot настолько пусто время скучно dot >  < eol отрицать красота увидеть невозможно глаз радоваться dot также легко отмечать режиссерский самобытность общий колоритность картина dot простоватый сценарий любовный характер нисколько захватить dot понятно весь это поверхность глубоко рассматриваться место женщина прямой зависимость множество традиция весьма сковывать свобода dot тема вовсе раскрывать dot >   < eol несмотря полудокументальный стиль повествование фильм явно хватать этнический подробность который сразу заканчиваться внешний облик неизвестный деталь дабы зритель смочь пополнять багаж любопытство заниматься созерцание dot >   < eol фильм равный рекомендовать просмотр скоро толстокожий зритель поэтому большинство однозначно получать масса удовольствие красота увидеть dot >  < eol желать приятный просмотр !!!	76711_7	yes	no	no	no	neg	neut	neut	neut
66091_0	претендовать забавность место скучноватый комедия очередной эксплуатировать тема дон жуан dot вечный любовник ставить довольно жесткий выбор который совершать мочь поскольку замысел залуский лишать умение говорить сила свой инфантильность некоторый истеричность представать этакий мотылек порхать цветок восхищаться каждый забывать обо привлекать цветок едва где-то неподалеку появляться новый dot выбор однако мотылек ставить именно цветок недавний прошлое наполнять влюбленность настоящий dot однажды запирать своеобразный персональный цветник который мотылек кароль всячески пытаться выбираться сила упоминать отнюдь мужественный черта сделать это мочь заодно расставаться зачаток воля который немой наверное сохраняться dot конец конец неудачный попытка бегство цветник приводить мотылек физический травма главный цветок находить сразу несколько мотылек финал открывать интерпретация смех кароль мочь расценивать радость осознание возможность лететь далеко помешательство dot >  < eol подуматься андрей павлович бузыкин георгий данелия глупый начисто лишенный интеллигентность порядочность нравственность пожалуй мочь прототип главный герой данный фильм оман залуский dot >  < eol 4 10	66091_0	yes	no	no	no	neut	neut	neut	neut
68724_2	еврей зюсс тайком пробираться штуттгарт запрещать въезжать еврей жить герцог вюртембергский dot зюсс втираться доверие герцог издавать различный указ приводить вюртемберг состояние гражданский война dot зюсс хотеть сделать вюртемберг израилев земля обетованный dot неожиданно герцог умирать зюсс казнить dot >  < eol типичный антисемитский пропагандистский фильм третий ейх показывать еврей злобный мелочный хитрый создание dot свой время еврей зюсс показываться вместе фильм вечный жид документальный форма вестись лживый пропаганда dot >   < eol извращать роман фейхтвангер файт харлан сделать возможный оправдывать немец сваливать весь вина еврей гнушаться это искажение факт акцентирование антисемитизм dot >  < eol фердинанд мэриэн вернер краусс блестяще сыграть еврей жадный ненасытный dot карикатурность персонаж прорисовывать образ dot генрих джордж играть ленивый толстой плохо соображать герцог который прислушиваться совет зюсс рисковать потерять государство dot >  < eol наш день фильм представлять интерес исторический точка зрение история развитие фашизм dot пропагандистский часть потерять свой смысл выглядеть меньший мера наивно dot интересный также исторический типаж костюм декорация сделать наивно привлекать внимание dot >  < eol 9 10	68724_2	yes	no	no	no	neut	neut	neut	neut
86333_8	снимать фильм знаменитый человек фантастически смелый признание зритель количество награда следовать критика сторона помнить знать человек dot стефен вуля решать по-видимому выступать камикадзе взять весь ответственность образ легендарный группа dot >   < eol фильм действительно становиться легендарный нести память брайан джонс вещь создавать показывать весь мир dot являться поклонница rolling stones несомненно мочь уважать работа популярность который получать право dot именно следить творчество группа уводить путь скептицизм судить фильм самостоятельный творение экранизация жизнь творчество джонс dot >  < eol честно признаваться дурман решать посмотреть из-за играть бен уишоу dot роль маленький играть кит ичардс значит стоить ценить взять поистине достойный роль dot тува новотный милый симпатичный девушка замечательно смотреться экран взгляд хватать симпатия уважение свой персонаж актер именно поэтому образ подружка самый джонс получаться полусухой dot >   < eol поражать лео грегори dot жаль широко известный оссия актер dot западать душа улыбка завораживать актерский самоотдача поражать невероятно понимать хотеть посмотреть фильм dot >   < eol хотеться сказать спасибо оператор очень понравиться снимать фильм dot качественный интересный dot сценарист большой молодец диалог смысл слово пошлость хотя жизнь джонс буквально заполнять разврат dot >   < eol общий фильм понравиться хотя оскар тянуть dot золотой глобус давать dot	86333_9	yes	yes	no	yes	pos	pos	neut	pos
63991_4	все-таки мочь поверять показывать второй часть нескончаемый эпопея пират это настолько впечатляющий разрушительно будоражить зрелище оставаться рукоплескать онемение ладонь dot именно качество картинка создавать визуальный эффект сундук мертвец превосходить зрелищность проклятие черный жемчужина dot >   < eol центр сюжет очередной оригинальный приключение капитан джек воробей команда также старый друг просто знакомый dot главный отрицательный персонаж антагонист являться шкипер летучий голландец дейви джоунс ох специалист визуальный эффект умудряться создавать образ образ команда явный уклон сторона морской обитатель каракатица акула молот омар т dot д dot парень приходиться сталкиваться наш бравый джентльмен удача джек воробей dot хотя это приходиться отбиваться приставание племя каннибал dot стиль капитан черный жемчужина весь отрезок проходить весело непринужденный захватывающий dot сторона побег джек побег команда сплетать кость корзина вызывать единодушный смех dot расстраиваться бедный каннибал просить вернуться назад уплывать свой вождь dot оказываться самый песик ключ зуб первый часть весь мысль джек сразу улетучиваться dot прочее специальный двухдисковый издание сундук мертвец титр очень занимательный сцена dot это стоять мгновенно выключать телевизор монитор титр dot >   < eol молодой храбрый уилл тернер неожиданно находить свой родной отец dot где-нибудь остров карибский море судно летучий голландец ирония сыграть шутка оба dot время элизабет суонный вместо сидеть сложе рука решетка решать находить свой благоверный помощь капитан джек воробей dot время возникать позабывать вроде персонаж фамилия норрингтон dot честный часть сценарист давать пространство действие dot чистый форма стойка командорский вежливость выдержка dot также душа путешествовать главный герой старый команда черный жемчужина брат маленький толстенький высокий худенький матрос преклонный возраст попугай который невообразимый научать разговаривать маленький удалец короткий ножка преданный точно санчо панчо дон кихот гиббс dot >   < eol фильм столько запоминаться сцена поневоле мочь решать самый любимый dot битва тернер норрингтон джек колесо превосходный весь точка dot безудержный фантазия сценарист сыграть блестящий партия момент dot сцена кракен забавлять пугать одновременно мысль морской чудище представлять гигантский осьминог кашалот кальмар сновать водный гладь трудно замечать перемещение dot это удовлетворять образ создавать фильм касаться тематика именно dot сундук мертвец осьминог создавать самый хороший вариант который лишь мечтать dot понимать это увидеть момент джек воробей оставаться наедине кракен dot >   < eol общий спешить выражать благодарность весь создатель самый зрелищный произведение история кинематограф dot оставаться оператор дариуш вольск сценарист тед эллиотт терри оссио продюсер джерри брукхаймер режиссер гора вербинский dot смениться лишь композитор вместо клаус бадельта команда принимать самый ныне знаменитый композитор ханс циммер dot музыка ханс циммер решать добавлять эпический нотка превозносить фильм масштабный облик dot стоить игра орган !!! eol получать истинный удовольствие фильм dot рассчитать развлекать радовать зрелищность dot время запирать сундук весь свой снобизм который присущий настоящий ценитель магия киноискусство кой относиться получать наслаждение просмотр dot сундук находиться сердце дейви джоунс это сулить огромный перспектива завладевать следующий часть край свет dot прочее появляться неожиданный герой dot самый последний сцена фильм dot видеть сразу понимать eol шикарный весь смысл творение мочь поставлять 8 10 dot все-таки заслуживать сундук мертвец dot свистать наверх идти абордаж поиск капитан джек воробей начинаться йо хо-хо	63991_9	yes	yes	no	no	pos	pos	neut	neut
86333_9	фильм рассказывать жизнь создатель легендарный оллинг стоунс dot бесподобный брайан джонс dot eol сожаление мало вспомнить основатель легендарный группа dot известный микк кит брайан умирать молодой достаточно давно талант eol фильм повествовать обо любовь секс наркотик музыка дружба предательство вообщий безумный жизнь рокенрольщик первый нотка понимать stoned просто насыщать классный музыка dot музыка олинг !? eol хотеться отмечать стивен вуля совершенно точно подбирать актер фильм dot лео грегорри настолько справляться свой роль видеть немой брайан бен уишоу роль кит ичардс очень правдоподобный dot >   < eol общий любить оллинг вообще музыка фильм определенно понравиться человек должный знать история dot >  < eol 10 10	86333_9	yes	no	yes	yes	pos	neut	pos	pos
69428_2	поучительный пронзительный фильм земной чувство название любовь dot >  < eol каждый герой понимать по-своему дэв любить собственнически анжели слепо ама любить весь искренность бескорыстие надеяться взаимность следовать свой принцип любовь одолевать ненависть dot >  < eol видеть человек насквозь знать презирать сводный семья оставаться человек большой буква dot >  < eol любить ама настоящий счастливый человек dot >  < eol анжели молодой романтический барышня dot увлекать дэв видеть нахальный манера эгоизм любимый dot >  < eol это увидеть родители весь нежность любить свой единственный дочь желать счастие dot противиться брак дэв бедный dot взгляд презрение человек состоятельный безделье настораживать отец убеждаться отдавать анжели надежный рука dot >  < eol дэв парень который свой чувство анжели любить готовый поступаться свой принцип выказывать никакой уважение родитель любимый девушка dot однозначно словарь слово ади dot думать разбогатеть вернуть свой любовь получать отказ идти свой безумный желание самый мерзкий путь dot >   < eol азва должный любовь должный гласить цитата библия : < eol любовь долготерпеть милосердствовать любовь завидовать любовь превозноситься гордиться бесчинствовать искать свое раздражаться мыслить зло радоваться неправда сорадоваться истина весь покрывать верить надеяться переносить dot >  < eol понравиться игра актер красивый музыка сюжет dot >  < eol 10 10	69428_4	yes	no	yes	yes	pos	neut	pos	pos
97639_2	сила мужество вера качество который должный воспитывать каждый человек следуемый это правило пора просто жить житься плыть течение dot делать молодой девушка который душа чаять танец карьера весь радость жизнь указываться угроза eol mayuri это пример весь потерять вера dot фильм вставать уверенность мочь перевертывать весь свет dot >   < eol говорить история отдельно хотеться отмечать дебют судх актриса dot хотеть обсуждать человек казаться написать человек восхищаться dot очень поражать девушка актриса dot честно пора актриса огромный стаж верить девочка удаваться вспомнить весь переживать страдание передавать dot возможно это заслуга именно танцевальный талант знать индийский танец задействовать оказываться нога тело рука голова главное глаз который должный рассказывать девушка танцевать dot судх просто апплодировать стоять dot >   < eol также отмечать игра нарьяна п dot л dot > ,  играть папа маюри телугу версия последний сцена переосмысливать весь свой жизнь плакать уходить сквозь слеза это просто потрясать милый смелый мечта вставка посреди фильм заставлять расслабляться смеяться забывать самый дело тяжелый тема подымать фильм отличие black guzaarish санджай лить бхансаль ) < dot >   < eol вобщий фильм оочень достойный потрясающий постановка операторский работа фильм яркий красочный танец актерский игра высота dot >   < eol некоторый недостаток сценарий жизнь судх фильм сильно драматизировать дело несколько иначе мочь испортить высокий мнение фильм dot	97639_2	yes	yes	no	yes	neut	pos	neut	pos
69256_1	фильм звезда эгер подобный великий эпос поражать свой эпичность поражать заставлять гордиться чужой народ dot причем венгерский народ который честно сказать пора мало известно dot верно сказать ничто dot >  < eol время фильм самый стандартный этнос превращаться глаз зритель великий сильный дух нация невольно задумываться каждый народ герой воин который свой тело закрывать враг дорога жена сестра ребенок старик просто немощный достояние культура продолжатель род dot происходить экран описывать словосочетание великий подвиг dot происходить душа скоро великий сожаление dot сожаление пора представлять сложный кровавый путь приходиться проходить наш общий предок человек большой буква создавать мирный мировой сообщество наш день dot исключать сей пора вспыхивать горячий точка стоить помнить судьба народ страна целый мир рука человек никто dot >  < eol технически фильм понятно проигрывать глаз современный зритель многое исторический лента dot сугубо субъективно картинка очень понравиться соответствовать свой время dot звук также поставлять очень сказать ламповый dot >  < eol общий целое достойный исторический картина заслуживать внимание зритель dot оценка : < eol 8 10	69256_1	yes	yes	yes	no	pos	neut	pos	neut
79667_5	действительно совершенно разный мир dot мир первый часть покахонтас продолжение dot >   < eol глубина чувство описывать первый часть красочность эмоциональность это зритель переживать вместе герой слушать голос ветер свой сердце dot любовь который преодолевать преграда культура боль смерть войналюбовь покахонтас джон смит первый часть совершенно искажаться второй фильм персонаж dot >   < eol покахонтас который первый часть показывать свой свободолюбивый благородный глубокий натура свой мудрость верность настойчивость мужество бесстрашие сиквел потерять половина весь свой хороший качество dot превращаться комедийный персонаж dot фильм приобретать оттенок комедийность становиться сцена который нести смысловой нагрузка веселить зритель привлекать просмотр больший количество человек dot сюжет целое потерять последовательность логичность dot например сцена снег покахонтас видеть компас джон смит любить помнить ветер рисовать силуэт ледяной водопад dot замечать некоторый время сцена берег покахонтас интерес смотреть джон ольф постепенно влюбляться оно dot джон ольф высокомерный глуповато веселый персонаж странно покахонтас предавать свой любовь джон смит ради dot >  < eol джон смит полностью преображаетсяиз смелый мужественный герой постепенный превращаться гордый легкомысленный посредственный dot следовать покахонтас поддерживать называть поступок безумный dot странный ощущение джон смит первый часть разделять персонаж второй сделать джон ольф положительный смит отрицательный dot >   < eol жалко ребенок который интересно увидеть знакомый персонаж счастливый влюбленный сложно привыкать новый главное героютем джон ольф dot >   < eol создатель сиквел просто напросто разрушать весь детский мечта сделать печальный драматический история посмешище ряд несвязанный пустой сцена который хотеться переделывать eol жкаждый человек видеть история покахонтас по-своему dot сторона смотреть решать dot >   < eol 1 10 dot	79667_9	yes	no	no	no	neg	neut	neut	neut
71833_5	фильм фридрих мурнау прежде насколько тотальный контроль общество человек насколько человек зависеть звать мнение социальный статус dot >  < eol абот портье отель престижный работа dot особенность являться символ успех рабочий окраина проживать главный герой dot гордость шествовать свой форма являться пример свой сосед dot престижный работа устраивать быт казаться желать средний человек сожаление главный герой старый место брать новый молодой портье dot перевод новый должность это катастрофа главный герой dot ничто мочь воспрепятствовать это фактически обрекать выживание самый конец свой день dot >  < eol фильм прежде направлять против общество успех который сформировываться 20 м год dot неудачник вызывать общество отторжение оно изолировать высмеивать загонять социальный периферия dot главный герой фильм перевод должность яркий пример общественный изгой dot ничто изменяться кроме общественный статус главный герой вместо приветствие восхищение получать насмешка издевательство dot >  < eol свой социальный вес хотеть становиться сохранять главный герой dot готовый пойти ранее позволять кража обман dot весь ради сохранять хотя видимость свой прежний положение dot человек окружать интересоваться человек интересный лишь оболочка яркий вычищать форма портье dot >  < eol готовый переступать давление общество сильно цениться внутренний мир человек сравнение внешний справедливый общество маленький человек это самый важный вопрос который подымать свой фильм фридрих мурнау dot >  < eol 10 10	71833_9	yes	no	no	no	pos	neut	neut	neut
86333_5	талантливый человек уходить очень рано это известный факт dot наверное предчувствовать свой смерть стараться жить полный брать весь eol совершенно новый интересный видение жизнь творчество культовый г уппа т dot е dot становление dot >  < eol любовь секс секс наркотик очень наркотик красивый девушка самый красивый девушка неотъемлемый атрибут звездный жизнь dot >  < eol просто полный восторг играть самый любимый актер лео грегори каждый роль отдельный жизнь который готовиться вживаться настолько слово очень любить фильм снимать документальный стиль именно dot камера камера охарактеризовать dot >  < eol вроде документальный кино время очень художественный dot >  < eol тува просто открытие безумно красивый актриса сыграть боевой подруга очень кстати говорить поверять dot >  < eol the stoned это история который должный знать нравиться брайан джонс стоять исток великий человек который хотеть жить весь dot >  < eol 10 10	86333_9	no	no	no	yes	neut	neut	neut	pos
8251_8	"обожать фильм легкий непринужденный изящный остроумный dot сколько пересматривать получать большой удовольствие мощный заряд оптимизм dot >  < eol признание историк кино леди ева создавать выдающийся режиссер сценарист престон стерз являться хороший комедия весь время dot фильм  ("" путешествие салливан история палм бич украшение золотой фонд кино dot 1942 год комедия леди ева выдвигаться премия оскар номинация хороший сюжет dot >  < eol сюжет действительно фантастически лихо закручивать респект сценарист ) < dot синопсис фильм интриговать счастие отражать весь многочисленный неожиданный сюжетный поворот dot >  < eol вдохновение мастерство престон стерз острый профессиональный взгляд оператор виктор милнер влюблять актер кинокамера также искрометный талант обаяние актерский дуэт барбара стэнвик генри фонд основной составлять успех нестареющий комедия dot >   < eol актер удаваться максимально полно раскрывать комедийный амплуа сделать комедия живой задорный dot современный сленг зажигать полный eol генри фонд умилительный роль книжный червь недотепа который ничто интересовать кроме любимый наука змея dot однако встреча реальный змея искусительница оказываться непредсказуемый общение изучать аспид dot ход весь занятный история аморфно инертный герой постепенно преображаться процесс показывать актер убедительно очень смешной dot >   < eol барбара стэнвик фильм это нечто выражать свой впечатление игра слово виртуозно оля ева искушать свой адам удаваться слава dot актерский женский темперамент стэнвик место dot коварный героиня лихо ловко расставлять сеть итог получать рассчитывать легкий авантюра оказываться чреватый нежданный последствие dot героиня нужно прикладывать немало усилие реванш это приходиться разительный менять свой внешний облик прическа наряд ),  манера общение стиль ечи dot насколько последний великолепно удаваться актриса убеждаться посмотреть оригинальный версия фильм dot суть фильм барбара стэнвик сыграть роль dot >  < eol весь веселый история разыгрывать блеск выдумка азарт финал хотеться встречать итальянский опера восторженный браво"	8251_9	yes	yes	no	yes	pos	pos	neut	pos
